"idRecipe","nameRecipe","difficulte","prix","quantite","preparationTime","totalTime","image"
"946","Lotte rapide et facile","moyenne","assez cher","4 personnes","10 min","30 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"947","filet mignon en croûte au St marcellin","très facile","moyen","4 personnes","30 min","1 h","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"948","Travers de porc caramélisés","moyenne","bon marché","4 personnes","20 min","50 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"949","Filet mignon et fondue d'oignon en croûte","très facile","moyen","4 personnes","5 min","50 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"950","Simplissimes nouilles sautées au poulet","très facile","bon marché","4 personnes","10 min","20 min","[""https://assets.afcdn.com/recipe/20221013/136112_w150h150c1cx3072cy1728cxb6144cyb3456.webp"", ""https://assets.afcdn.com/recipe/20201217/116556_w150h150c1cx1060cy707cxb2121cyb1414.webp"", ""https://assets.afcdn.com/recipe/20140419/20048_w150h150c1cx1632cy1224.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"951","Gâteau aux cerises","très facile","bon marché","1 gâteau","10 min","40 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"952","Filet de Colin au curry","très facile","bon marché","2 personnes","15 min","45 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"953","Cake chèvre chorizo","très facile","bon marché","6 personnes","25 min","1 h 10 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"954","Crème de caramel au beurre salé simple","très facile","bon marché","1 pot","10 min","20 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"955","Magrets de canard au miel rapides","moyenne","moyen","4 personnes","15 min","27 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"956","Brioche maison facile","facile","bon marché","6 personnes","15 min","50 min","[""https://assets.afcdn.com/recipe/20221020/136478_w150h150c1cx2385cy1849cxb4771cyb3663.webp"", ""https://assets.afcdn.com/recipe/20170517/25857_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20170517/26002_w150h150c1cx3000cy2000.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"957","Tarte au citron facile","très facile","bon marché","6 personnes","15 min","45 min","[""https://assets.afcdn.com/recipe/20200219/107873_w150h150c1cx2120cy2110cxb4413cyb4404.webp"", ""https://assets.afcdn.com/recipe/20140814/27584_w150h150c1cx306cy408.webp"", ""https://assets.afcdn.com/recipe/20180622/79899_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"958","Pâtes au thon","très facile","bon marché","2 personnes","10 min","20 min","[""https://assets.afcdn.com/recipe/20130627/43127_w150h150c1cx1250cy1875.webp"", ""https://assets.afcdn.com/recipe/20181017/82758_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20130127/48082_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"959","Macarons framboise Mamitou","moyenne","bon marché","24 pièces","40 min","52 min","[""https://assets.afcdn.com/recipe/20160502/16428_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20130923/13701_w150h150c1cx1224cy1632.webp"", ""https://assets.afcdn.com/recipe/20131130/23467_w150h150c1cx2000cy1500.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"960","Meringues","moyenne","bon marché","4 personnes","30 min","1 h 30 min","[""https://assets.afcdn.com/recipe/20160519/63789_w150h150c1cx2592cy1728.webp"", ""https://assets.afcdn.com/recipe/20130502/64345_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20131230/62312_w150h150c1cx2000cy1500.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"961","Tarte au thon gourmande","moyenne","moyen","4 personnes","15 min","45 min","[""https://assets.afcdn.com/recipe/20170426/6280_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20170426/6279_w150h150c1cx3000cy2000.webp"", ""https://assets.afcdn.com/recipe/20130207/13479_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"962","Tarte chocolat banane facile","très facile","bon marché","8 personnes","10 min","30 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"963","Kougelhopf sucré (Alsace)","moyenne","bon marché","1 kougelhopf","2 h","2 h 50 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"964","Coulis de framboises","moyenne","moyen","4 personnes","10 min","20 min","[""https://assets.afcdn.com/recipe/20180820/81820_w150h150c1cx3360cy2240cxb6720cyb4480.webp"", ""https://assets.afcdn.com/recipe/20130823/1087_w150h150c1cx1872cy2808.webp"", ""https://assets.afcdn.com/recipe/20150501/22556_w150h150c1cx1280cy960.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"965","Hachis parmentier végétarien","facile","bon marché","4 personnes","25 min","1 h 15 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"966","Magret de canard au four","très facile","moyen","4 personnes","5 min","35 min","[""https://assets.afcdn.com/recipe/20221007/135801_w150h150c1cx936cy703cxb2121cyb1414.webp"", ""https://assets.afcdn.com/recipe/20150925/33489_w150h150c1cx3680cy2456.webp"", ""https://assets.afcdn.com/recipe/20180716/81324_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"967","Terrine fraise chocolat blanc","très facile","bon marché","6 personnes","30 min","30 min","[""https://assets.afcdn.com/recipe/20160401/23804_w150h150c1cx1540cy2325.webp"", ""https://assets.afcdn.com/recipe/20160401/23803_w150h150c1cx2464cy1632.webp"", ""https://assets.afcdn.com/recipe/20130628/23802_w150h150c1cx1250cy1875.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"968","Taboulé de mémé","très facile","bon marché","4 personnes","20 min","20 min","[""https://assets.afcdn.com/recipe/20140701/57578_w150h150c1cx2062cy1375.webp"", ""https://assets.afcdn.com/recipe/20130901/47624_w150h150c1cx1024cy768.webp"", ""https://assets.afcdn.com/recipe/20140908/53284_w150h150c1cx1280cy960.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"969","Tarte aux pêches","facile","bon marché","8 personnes","10 min","40 min","[""https://assets.afcdn.com/recipe/20130704/17865_w150h150c1cx1199cy2585cxb2500cyb3750.webp"", ""https://assets.afcdn.com/recipe/20200831/113422_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20150827/17292_w150h150c1cx1560cy2080.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"970","Muffins au jambon et olives vertes de Nadine","très facile","bon marché","12 muffins","5 min","25 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"971","Gratin de pommes de terre et brocolis","très facile","bon marché","4 personnes","20 min","1 h","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"972","Bo Bun (Vietnam)","facile","bon marché","4 personnes","30 min","35 min","[""https://assets.afcdn.com/recipe/20180504/79026_w150h150c1cx3000cy2000.webp"", ""https://assets.afcdn.com/recipe/20131028/29760_w150h150c1cx1732cy2716.webp"", ""https://assets.afcdn.com/recipe/20160327/30907_w150h150c1cx1512cy2016.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"973","Boulettes de viandes simplissimes","très facile","bon marché","4 personnes","10 min","35 min","[""https://assets.afcdn.com/recipe/20221013/136187_w150h150c1cx1920cy1080cxb3840cyb2160.webp"", ""https://assets.afcdn.com/recipe/20100120/38614_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20150321/39190_w150h150c1cx968cy1296.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"974","Panacotta aux fruits rouges","très facile","moyen","4 personnes","20 min","30 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"975","Cake aux noix","facile","bon marché","6 personnes","15 min","45 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"976","Poularde rôtie aux fruits d'hiver","très facile","bon marché","6 personnes","30 min","1 h 30 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"977","Purée de courgettes","moyenne","moyen","2 personnes","5 min","25 min","[""https://assets.afcdn.com/recipe/20230630/143941_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20181211/84778_w150h150c1cx2304cy1728cxb4606cyb3453.webp"", ""https://assets.afcdn.com/recipe/20120807/43045_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"978","Milkshake à la banane","très facile","bon marché","4 personnes","10 min","10 min","[""https://assets.afcdn.com/recipe/20220426/131516_w150h150c1cx2120cy1416cxb4240cyb2832.webp"", ""https://assets.afcdn.com/recipe/20120425/49047_w150h150c1cx192cy256.webp"", ""https://assets.afcdn.com/recipe/20130424/50337_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"979","Wok de poulet à l'ananas","facile","moyen","4 personnes","10 min","25 min","[""https://assets.afcdn.com/recipe/20210112/117143_w150h150c1cx706cy1060cxb1413cyb2120.webp"", ""https://assets.afcdn.com/recipe/20100120/59433_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20140325/59851_w150h150c1cx1344cy760.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"980","Bûche au mascarpone tous parfums","très facile","bon marché","10 personnes","40 min","51 min","[""https://assets.afcdn.com/recipe/20181017/82851_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20171214/76047_w150h150c1cx2008cy1606cxb4016cyb3212.webp"", ""https://assets.afcdn.com/recipe/20120531/66310_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"981","Toasts de fromage  de chèvre sur pain d'épice","très facile","bon marché","4 personnes","10 min","18 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"982","Clafoutis amandine aux cerises","facile","moyen","7 personnes","15 min","55 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"983","Soupe de champignons de Paris","facile","bon marché","4 personnes","15 min","50 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"984","Blanquette de veau à l'ancienne","facile","moyen","6 personnes","30 min","2 h 10 min","[""https://assets.afcdn.com/recipe/20181017/82831_w150h150c1cx1781cy2461cxb3563cyb4922.webp"", ""https://assets.afcdn.com/recipe/20180122/76996_w150h150c1cx1635cy1250cxb3271cyb2500.webp"", ""https://assets.afcdn.com/recipe/20100929/5645_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"985","Tarte aux Champignons","facile","moyen","6 personnes","30 min","1 h","[""https://assets.afcdn.com/recipe/20230620/143633_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20130302/4547_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20150123/8894_w150h150c1cx1152cy1152.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"986","Flognarde (clafoutis auvergnat aux poires)","facile","bon marché","6 personnes","20 min","1 h 5 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"987","Moules au chorizo","très facile","bon marché","4 personnes","15 min","25 min","[""https://assets.afcdn.com/recipe/20230620/143631_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20100120/61330_w150h150c1cx256cy192.webp"", ""https://assets.afcdn.com/recipe/20160326/65655_w150h150c1cx2064cy1161.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"988","Baguette fourrée au saint moret et au jambon","facile","bon marché","6 personnes","1 h","1 h 20 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"989","Nems","facile","moyen","50 nems","","1 h 3 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"990","Sultane (mousse au chocolat)","très facile","bon marché","4 personnes","30 min","35 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"991","Rillettes de Thon","très facile","bon marché","2 personnes","15 min","15 min","[""https://assets.afcdn.com/recipe/20130909/63797_w150h150c1cx1925cy4293cxb4156cyb6125.webp"", ""https://assets.afcdn.com/recipe/20200703/112472_w150h150c1cx960cy540cxb1920cyb1080.webp"", ""https://assets.afcdn.com/recipe/20200703/112473_w150h150c1cx540cy960cxb1080cyb1920.webp"", ""https://assets.afcdn.com/recipe/20220902/134748_w150h150c1cx360cy360cxb720cyb720.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"992","Quiche aux poireaux et lardons","très facile","bon marché","8 personnes","30 min","1 h","[""https://assets.afcdn.com/recipe/20180621/79714_w150h150c1cx1944cy2592cxb3888cyb5184.webp"", ""https://assets.afcdn.com/recipe/20130909/35181_w150h150c1cx2521cy1678.webp"", ""https://assets.afcdn.com/recipe/20140214/35335_w150h150c1cx2000cy1500.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"993","Gratin de ravioles et épinards","très facile","bon marché","3 personnes","10 min","30 min","[""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
"994","Tarte à la tomate et au chèvre","très facile","bon marché","4 personnes","20 min","50 min","[""https://assets.afcdn.com/recipe/20160718/61580_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20160718/61577_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20160718/61579_w150h150c1cx2000cy3000.webp"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-04-05_h150.jpg"", ""https://assets.afcdn.com/recipe/20100101/magazine-2020-05-05_h150.jpg""]"
